i,j,r,theta,rho
75,12,8,0.376991,0
75,13,8,0.408407,0
75,14,8,0.439823,0
75,15,8,0.471239,0
75,16,8,0.502655,0
75,17,8,0.534071,0
75,18,8,0.565487,0
75,19,8,0.596903,0
75,20,8,0.628319,0
75,21,8,0.659734,0
75,22,8,0.69115,0
75,23,8,0.722566,0
75,24,8,0.753982,0
75,25,8,0.785398,0
75,26,8,0.816814,0
75,27,8,0.84823,0
75,28,8,0.879646,0
75,29,8,0.911062,0
75,30,8,0.942478,0
75,31,8,0.973894,0
75,32,8,1.00531,0
75,33,8,1.03673,0
75,34,8,1.06814,0
75,35,8,1.09956,0
75,36,8,1.13097,0
75,37,8,1.16239,0
75,38,8,1.19381,0
75,39,8,1.22522,0
75,40,8,1.25664,0
75,41,8,1.28805,0
75,42,8,1.31947,0
75,43,8,1.35088,0
75,44,8,1.3823,0
75,45,8,1.41372,0
75,46,8,1.44513,0
75,47,8,1.47655,0
75,48,8,1.50796,0
75,49,8,1.53938,0
75,50,8,1.5708,0
75,51,8,1.60221,0
75,52,8,1.63363,0
75,53,8,1.66504,0
75,54,8,1.69646,0
75,55,8,1.72788,0
75,56,8,1.75929,0
75,57,8,1.79071,0
75,58,8,1.82212,0
75,59,8,1.85354,0
75,60,8,1.88496,0
75,61,8,1.91637,0
75,62,8,1.94779,0
75,63,8,1.9792,0
75,64,8,2.01062,0
75,65,8,2.04204,0
75,66,8,2.07345,0
75,67,8,2.10487,0
75,68,8,2.13628,0
75,69,8,2.1677,0
75,70,8,2.19911,0
75,71,8,2.23053,0
75,72,8,2.26195,0
75,73,8,2.29336,0
75,74,8,2.32478,0
75,75,8,2.35619,0
75,76,8,2.38761,0
75,77,8,2.41903,0
75,78,8,2.45044,0
75,79,8,2.48186,0
75,80,8,2.51327,0
75,81,8,2.54469,0
75,82,8,2.57611,0
75,83,8,2.60752,0
75,84,8,2.63894,0
75,85,8,2.67035,0
75,86,8,2.70177,0
75,87,8,2.73319,0
75,88,8,2.7646,0
75,89,8,2.79602,0
75,90,8,2.82743,0
75,91,8,2.85885,0
75,92,8,2.89027,0
75,93,8,2.92168,0
75,94,8,2.9531,0
75,95,8,2.98451,0
75,96,8,3.01593,0
75,97,8,3.04734,0
75,98,8,3.07876,0
75,99,8,3.11018,0
75,100,8,3.14159,0
76,0,8.08,0,0
76,1,8.08,0.0314159,0
76,2,8.08,0.0628319,0
76,3,8.08,0.0942478,0
76,4,8.08,0.125664,0
76,5,8.08,0.15708,0
76,6,8.08,0.188496,0
76,7,8.08,0.219911,0
76,8,8.08,0.251327,0
76,9,8.08,0.282743,0
76,10,8.08,0.314159,0
76,11,8.08,0.345575,0
76,12,8.08,0.376991,0
76,13,8.08,0.408407,0
76,14,8.08,0.439823,0
76,15,8.08,0.471239,0
76,16,8.08,0.502655,0
76,17,8.08,0.534071,0
76,18,8.08,0.565487,0
76,19,8.08,0.596903,0
76,20,8.08,0.628319,0
76,21,8.08,0.659734,0
76,22,8.08,0.69115,0
76,23,8.08,0.722566,0
76,24,8.08,0.753982,0
76,25,8.08,0.785398,0
76,26,8.08,0.816814,0
76,27,8.08,0.84823,0
76,28,8.08,0.879646,0
76,29,8.08,0.911062,0
76,30,8.08,0.942478,0
76,31,8.08,0.973894,0
76,32,8.08,1.00531,0
76,33,8.08,1.03673,0
76,34,8.08,1.06814,0
76,35,8.08,1.09956,0
76,36,8.08,1.13097,0
76,37,8.08,1.16239,0
76,38,8.08,1.19381,0
76,39,8.08,1.22522,0
76,40,8.08,1.25664,0
76,41,8.08,1.28805,0
76,42,8.08,1.31947,0
76,43,8.08,1.35088,0
76,44,8.08,1.3823,0
76,45,8.08,1.41372,0
76,46,8.08,1.44513,0
76,47,8.08,1.47655,0
76,48,8.08,1.50796,0
76,49,8.08,1.53938,0
76,50,8.08,1.5708,0
76,51,8.08,1.60221,0
76,52,8.08,1.63363,0
76,53,8.08,1.66504,0
76,54,8.08,1.69646,0
76,55,8.08,1.72788,0
76,56,8.08,1.75929,0
76,57,8.08,1.79071,0
76,58,8.08,1.82212,0
76,59,8.08,1.85354,0
76,60,8.08,1.88496,0
76,61,8.08,1.91637,0
76,62,8.08,1.94779,0
76,63,8.08,1.9792,0
76,64,8.08,2.01062,0
76,65,8.08,2.04204,0
76,66,8.08,2.07345,0
76,67,8.08,2.10487,0
76,68,8.08,2.13628,0
76,69,8.08,2.1677,0
76,70,8.08,2.19911,0
76,71,8.08,2.23053,0
76,72,8.08,2.26195,0
76,73,8.08,2.29336,0
76,74,8.08,2.32478,0
76,75,8.08,2.35619,0
76,76,8.08,2.38761,0
76,77,8.08,2.41903,0
76,78,8.08,2.45044,0
76,79,8.08,2.48186,0
76,80,8.08,2.51327,0
76,81,8.08,2.54469,0
76,82,8.08,2.57611,0
76,83,8.08,2.60752,0
76,84,8.08,2.63894,0
76,85,8.08,2.67035,0
76,86,8.08,2.70177,0
76,87,8.08,2.73319,0
76,88,8.08,2.7646,0
76,89,8.08,2.79602,0
76,90,8.08,2.82743,0
76,91,8.08,2.85885,0
76,92,8.08,2.89027,0
76,93,8.08,2.92168,0
76,94,8.08,2.9531,0
76,95,8.08,2.98451,0
76,96,8.08,3.01593,0
76,97,8.08,3.04734,0
76,98,8.08,3.07876,0
76,99,8.08,3.11018,0
76,100,8.08,3.14159,0
77,0,8.16,0,0
77,1,8.16,0.0314159,0
77,2,8.16,0.0628319,0
77,3,8.16,0.0942478,0
77,4,8.16,0.125664,0
77,5,8.16,0.15708,0
77,6,8.16,0.188496,0
77,7,8.16,0.219911,0
77,8,8.16,0.251327,0
77,9,8.16,0.282743,0
77,10,8.16,0.314159,0
77,11,8.16,0.345575,0
77,12,8.16,0.376991,0
77,13,8.16,0.408407,0
77,14,8.16,0.439823,0
77,15,8.16,0.471239,0
77,16,8.16,0.502655,0
77,17,8.16,0.534071,0
77,18,8.16,0.565487,0
77,19,8.16,0.596903,0
77,20,8.16,0.628319,0
77,21,8.16,0.659734,0
77,22,8.16,0.69115,0
77,23,8.16,0.722566,0
77,24,8.16,0.753982,0
77,25,8.16,0.785398,0
77,26,8.16,0.816814,0
77,27,8.16,0.84823,0
77,28,8.16,0.879646,0
77,29,8.16,0.911062,0
77,30,8.16,0.942478,0
77,31,8.16,0.973894,0
77,32,8.16,1.00531,0
77,33,8.16,1.03673,0
77,34,8.16,1.06814,0
77,35,8.16,1.09956,0
77,36,8.16,1.13097,0
77,37,8.16,1.16239,0
77,38,8.16,1.19381,0
77,39,8.16,1.22522,0
77,40,8.16,1.25664,0
77,41,8.16,1.28805,0
77,42,8.16,1.31947,0
77,43,8.16,1.35088,0
77,44,8.16,1.3823,0
77,45,8.16,1.41372,0
77,46,8.16,1.44513,0
77,47,8.16,1.47655,0
77,48,8.16,1.50796,0
77,49,8.16,1.53938,0
77,50,8.16,1.5708,0
77,51,8.16,1.60221,0
77,52,8.16,1.63363,0
77,53,8.16,1.66504,0
77,54,8.16,1.69646,0
77,55,8.16,1.72788,0
77,56,8.16,1.75929,0
77,57,8.16,1.79071,0
77,58,8.16,1.82212,0
77,59,8.16,1.85354,0
77,60,8.16,1.88496,0
77,61,8.16,1.91637,0
77,62,8.16,1.94779,0
77,63,8.16,1.9792,0
77,64,8.16,2.01062,0
77,65,8.16,2.04204,0
77,66,8.16,2.07345,0
77,67,8.16,2.10487,0
77,68,8.16,2.13628,0
77,69,8.16,2.1677,0
77,70,8.16,2.19911,0
77,71,8.16,2.23053,0
77,72,8.16,2.26195,0
77,73,8.16,2.29336,0
77,74,8.16,2.32478,0
77,75,8.16,2.35619,0
77,76,8.16,2.38761,0
77,77,8.16,2.41903,0
77,78,8.16,2.45044,0
77,79,8.16,2.48186,0
77,80,8.16,2.51327,0
77,81,8.16,2.54469,0
77,82,8.16,2.57611,0
77,83,8.16,2.60752,0
77,84,8.16,2.63894,0
77,85,8.16,2.67035,0
77,86,8.16,2.70177,0
77,87,8.16,2.73319,0
77,88,8.16,2.7646,0
77,89,8.16,2.79602,0
77,90,8.16,2.82743,0
77,91,8.16,2.85885,0
77,92,8.16,2.89027,0
77,93,8.16,2.92168,0
77,94,8.16,2.9531,0
77,95,8.16,2.98451,0
77,96,8.16,3.01593,0
77,97,8.16,3.04734,0
77,98,8.16,3.07876,0
77,99,8.16,3.11018,0
77,100,8.16,3.14159,0
78,0,8.24,0,0
78,1,8.24,0.0314159,0
78,2,8.24,0.0628319,0
78,3,8.24,0.0942478,0
78,4,8.24,0.125664,0
78,5,8.24,0.15708,0
78,6,8.24,0.188496,0
78,7,8.24,0.219911,0
78,8,8.24,0.251327,0
78,9,8.24,0.282743,0
78,10,8.24,0.314159,0
78,11,8.24,0.345575,0
78,12,8.24,0.376991,0
78,13,8.24,0.408407,0
78,14,8.24,0.439823,0
78,15,8.24,0.471239,0
78,16,8.24,0.502655,0
78,17,8.24,0.534071,0
78,18,8.24,0.565487,0
78,19,8.24,0.596903,0
78,20,8.24,0.628319,0
78,21,8.24,0.659734,0
78,22,8.24,0.69115,0
78,23,8.24,0.722566,0
78,24,8.24,0.753982,0
78,25,8.24,0.785398,0
78,26,8.24,0.816814,0
78,27,8.24,0.84823,0
78,28,8.24,0.879646,0
78,29,8.24,0.911062,0
78,30,8.24,0.942478,0
78,31,8.24,0.973894,0
78,32,8.24,1.00531,0
78,33,8.24,1.03673,0
78,34,8.24,1.06814,0
78,35,8.24,1.09956,0
78,36,8.24,1.13097,0
78,37,8.24,1.16239,0
78,38,8.24,1.19381,0
78,39,8.24,1.22522,0
78,40,8.24,1.25664,0
78,41,8.24,1.28805,0
78,42,8.24,1.31947,0
78,43,8.24,1.35088,0
78,44,8.24,1.3823,0
78,45,8.24,1.41372,0
78,46,8.24,1.44513,0
78,47,8.24,1.47655,0
78,48,8.24,1.50796,0
78,49,8.24,1.53938,0
78,50,8.24,1.5708,0
78,51,8.24,1.60221,0
78,52,8.24,1.63363,0
78,53,8.24,1.66504,0
78,54,8.24,1.69646,0
78,55,8.24,1.72788,0
78,56,8.24,1.75929,0
78,57,8.24,1.79071,0
78,58,8.24,1.82212,0
78,59,8.24,1.85354,0
78,60,8.24,1.88496,0
78,61,8.24,1.91637,0
78,62,8.24,1.94779,0
78,63,8.24,1.9792,0
78,64,8.24,2.01062,0
78,65,8.24,2.04204,0
78,66,8.24,2.07345,0
78,67,8.24,2.10487,0
78,68,8.24,2.13628,0
78,69,8.24,2.1677,0
78,70,8.24,2.19911,0
78,71,8.24,2.23053,0
78,72,8.24,2.26195,0
78,73,8.24,2.29336,0
78,74,8.24,2.32478,0
78,75,8.24,2.35619,0
78,76,8.24,2.38761,0
78,77,8.24,2.41903,0
78,78,8.24,2.45044,0
78,79,8.24,2.48186,0
78,80,8.24,2.51327,0
78,81,8.24,2.54469,0
78,82,8.24,2.57611,0
78,83,8.24,2.60752,0
78,84,8.24,2.63894,0
78,85,8.24,2.67035,0
78,86,8.24,2.70177,0
78,87,8.24,2.73319,0
78,88,8.24,2.7646,0
78,89,8.24,2.79602,0
78,90,8.24,2.82743,0
78,91,8.24,2.85885,0
78,92,8.24,2.89027,0
78,93,8.24,2.92168,0
78,94,8.24,2.9531,0
78,95,8.24,2.98451,0
78,96,8.24,3.01593,0
78,97,8.24,3.04734,0
78,98,8.24,3.07876,0
78,99,8.24,3.11018,0
78,100,8.24,3.14159,0
79,0,8.32,0,0
79,1,8.32,0.0314159,0
79,2,8.32,0.0628319,0
79,3,8.32,0.0942478,0
79,4,8.32,0.125664,0
79,5,8.32,0.15708,0
79,6,8.32,0.188496,0
79,7,8.32,0.219911,0
79,8,8.32,0.251327,0
79,9,8.32,0.282743,0
79,10,8.32,0.314159,0
79,11,8.32,0.345575,0
79,12,8.32,0.376991,0
79,13,8.32,0.408407,0
79,14,8.32,0.439823,0
79,15,8.32,0.471239,0
79,16,8.32,0.502655,0
79,17,8.32,0.534071,0
79,18,8.32,0.565487,0
79,19,8.32,0.596903,0
79,20,8.32,0.628319,0
79,21,8.32,0.659734,0
79,22,8.32,0.69115,0
79,23,8.32,0.722566,0
79,24,8.32,0.753982,0
79,25,8.32,0.785398,0
79,26,8.32,0.816814,0
79,27,8.32,0.84823,0
79,28,8.32,0.879646,0
79,29,8.32,0.911062,0
79,30,8.32,0.942478,0
79,31,8.32,0.973894,0
79,32,8.32,1.00531,0
79,33,8.32,1.03673,0
79,34,8.32,1.06814,0
79,35,8.32,1.09956,0
79,36,8.32,1.13097,0
79,37,8.32,1.16239,0
79,38,8.32,1.19381,0
79,39,8.32,1.22522,0
79,40,8.32,1.25664,0
79,41,8.32,1.28805,0
79,42,8.32,1.31947,0
79,43,8.32,1.35088,0
79,44,8.32,1.3823,0
79,45,8.32,1.41372,0
79,46,8.32,1.44513,0
79,47,8.32,1.47655,0
79,48,8.32,1.50796,0
79,49,8.32,1.53938,0
79,50,8.32,1.5708,0
79,51,8.32,1.60221,0
79,52,8.32,1.63363,0
79,53,8.32,1.66504,0
79,54,8.32,1.69646,0
79,55,8.32,1.72788,0
79,56,8.32,1.75929,0
79,57,8.32,1.79071,0
79,58,8.32,1.82212,0
79,59,8.32,1.85354,0
79,60,8.32,1.88496,0
79,61,8.32,1.91637,0
79,62,8.32,1.94779,0
79,63,8.32,1.9792,0
79,64,8.32,2.01062,0
79,65,8.32,2.04204,0
79,66,8.32,2.07345,0
79,67,8.32,2.10487,0
79,68,8.32,2.13628,0
79,69,8.32,2.1677,0
79,70,8.32,2.19911,0
79,71,8.32,2.23053,0
79,72,8.32,2.26195,0
79,73,8.32,2.29336,0
79,74,8.32,2.32478,0
79,75,8.32,2.35619,0
79,76,8.32,2.38761,0
79,77,8.32,2.41903,0
79,78,8.32,2.45044,0
79,79,8.32,2.48186,0
79,80,8.32,2.51327,0
79,81,8.32,2.54469,0
79,82,8.32,2.57611,0
79,83,8.32,2.60752,0
79,84,8.32,2.63894,0
79,85,8.32,2.67035,0
79,86,8.32,2.70177,0
79,87,8.32,2.73319,0
79,88,8.32,2.7646,0
79,89,8.32,2.79602,0
79,90,8.32,2.82743,0
79,91,8.32,2.85885,0
79,92,8.32,2.89027,0
79,93,8.32,2.92168,0
79,94,8.32,2.9531,0
79,95,8.32,2.98451,0
79,96,8.32,3.01593,0
79,97,8.32,3.04734,0
79,98,8.32,3.07876,0
79,99,8.32,3.11018,0
79,100,8.32,3.14159,0
80,0,8.4,0,0
80,1,8.4,0.0314159,0
80,2,8.4,0.0628319,0
80,3,8.4,0.0942478,0
80,4,8.4,0.125664,0
80,5,8.4,0.15708,0
80,6,8.4,0.188496,0
80,7,8.4,0.219911,0
80,8,8.4,0.251327,0
80,9,8.4,0.282743,0
80,10,8.4,0.314159,0
80,11,8.4,0.345575,0
80,12,8.4,0.376991,0
80,13,8.4,0.408407,0
80,14,8.4,0.439823,0
80,15,8.4,0.471239,0
80,16,8.4,0.502655,0
80,17,8.4,0.534071,0
80,18,8.4,0.565487,0
80,19,8.4,0.596903,0
80,20,8.4,0.628319,0
80,21,8.4,0.659734,0
80,22,8.4,0.69115,0
80,23,8.4,0.722566,0
80,24,8.4,0.753982,0
80,25,8.4,0.785398,0
80,26,8.4,0.816814,0
80,27,8.4,0.84823,0
80,28,8.4,0.879646,0
80,29,8.4,0.911062,0
80,30,8.4,0.942478,0
80,31,8.4,0.973894,0
80,32,8.4,1.00531,0
80,33,8.4,1.03673,0
80,34,8.4,1.06814,0
80,35,8.4,1.09956,0
80,36,8.4,1.13097,0
80,37,8.4,1.16239,0
80,38,8.4,1.19381,0
80,39,8.4,1.22522,0
80,40,8.4,1.25664,0
80,41,8.4,1.28805,0
80,42,8.4,1.31947,0
80,43,8.4,1.35088,0
80,44,8.4,1.3823,0
80,45,8.4,1.41372,0
80,46,8.4,1.44513,0
80,47,8.4,1.47655,0
80,48,8.4,1.50796,0
80,49,8.4,1.53938,0
80,50,8.4,1.5708,0
80,51,8.4,1.60221,0
80,52,8.4,1.63363,0
80,53,8.4,1.66504,0
80,54,8.4,1.69646,0
80,55,8.4,1.72788,0
80,56,8.4,1.75929,0
80,57,8.4,1.79071,0
80,58,8.4,1.82212,0
80,59,8.4,1.85354,0
80,60,8.4,1.88496,0
80,61,8.4,1.91637,0
80,62,8.4,1.94779,0
80,63,8.4,1.9792,0
80,64,8.4,2.01062,0
80,65,8.4,2.04204,0
80,66,8.4,2.07345,0
80,67,8.4,2.10487,0
80,68,8.4,2.13628,0
80,69,8.4,2.1677,0
80,70,8.4,2.19911,0
80,71,8.4,2.23053,0
80,72,8.4,2.26195,0
80,73,8.4,2.29336,0
80,74,8.4,2.32478,0
80,75,8.4,2.35619,0
80,76,8.4,2.38761,0
80,77,8.4,2.41903,0
80,78,8.4,2.45044,0
80,79,8.4,2.48186,0
80,80,8.4,2.51327,0
80,81,8.4,2.54469,0
80,82,8.4,2.57611,0
80,83,8.4,2.60752,0
80,84,8.4,2.63894,0
80,85,8.4,2.67035,0
80,86,8.4,2.70177,0
80,87,8.4,2.73319,0
80,88,8.4,2.7646,0
80,89,8.4,2.79602,0
80,90,8.4,2.82743,0
80,91,8.4,2.85885,0
80,92,8.4,2.89027,0
80,93,8.4,2.92168,0
80,94,8.4,2.9531,0
80,95,8.4,2.98451,0
80,96,8.4,3.01593,0
80,97,8.4,3.04734,0
80,98,8.4,3.07876,0
80,99,8.4,3.11018,0
80,100,8.4,3.14159,0
81,0,8.48,0,0
81,1,8.48,0.0314159,0
81,2,8.48,0.0628319,0
81,3,8.48,0.0942478,0
81,4,8.48,0.125664,0
81,5,8.48,0.15708,0
81,6,8.48,0.188496,0
81,7,8.48,0.219911,0
81,8,8.48,0.251327,0
81,9,8.48,0.282743,0
81,10,8.48,0.314159,0
81,11,8.48,0.345575,0
81,12,8.48,0.376991,0
81,13,8.48,0.408407,0
81,14,8.48,0.439823,0
81,15,8.48,0.471239,0
81,16,8.48,0.502655,0
81,17,8.48,0.534071,0
81,18,8.48,0.565487,0
81,19,8.48,0.596903,0
81,20,8.48,0.628319,0
81,21,8.48,0.659734,0
81,22,8.48,0.69115,0
81,23,8.48,0.722566,0
81,24,8.48,0.753982,0
81,25,8.48,0.785398,0
81,26,8.48,0.816814,0
81,27,8.48,0.84823,0
81,28,8.48,0.879646,0
81,29,8.48,0.911062,0
81,30,8.48,0.942478,0
81,31,8.48,0.973894,0
81,32,8.48,1.00531,0
81,33,8.48,1.03673,0
81,34,8.48,1.06814,0
81,35,8.48,1.09956,0
81,36,8.48,1.13097,0
81,37,8.48,1.16239,0
81,38,8.48,1.19381,0
81,39,8.48,1.22522,0
81,40,8.48,1.25664,0
81,41,8.48,1.28805,0
81,42,8.48,1.31947,0
81,43,8.48,1.35088,0
81,44,8.48,1.3823,0
81,45,8.48,1.41372,0
81,46,8.48,1.44513,0
81,47,8.48,1.47655,0
81,48,8.48,1.50796,0
81,49,8.48,1.53938,0
81,50,8.48,1.5708,0
81,51,8.48,1.60221,0
81,52,8.48,1.63363,0
81,53,8.48,1.66504,0
81,54,8.48,1.69646,0
81,55,8.48,1.72788,0
81,56,8.48,1.75929,0
81,57,8.48,1.79071,0
81,58,8.48,1.82212,0
81,59,8.48,1.85354,0
81,60,8.48,1.88496,0
81,61,8.48,1.91637,0
81,62,8.48,1.94779,0
81,63,8.48,1.9792,0
81,64,8.48,2.01062,0
81,65,8.48,2.04204,0
81,66,8.48,2.07345,0
81,67,8.48,2.10487,0
81,68,8.48,2.13628,0
81,69,8.48,2.1677,0
81,70,8.48,2.19911,0
81,71,8.48,2.23053,0
81,72,8.48,2.26195,0
81,73,8.48,2.29336,0
81,74,8.48,2.32478,0
81,75,8.48,2.35619,0
81,76,8.48,2.38761,0
81,77,8.48,2.41903,0
81,78,8.48,2.45044,0
81,79,8.48,2.48186,0
81,80,8.48,2.51327,0
81,81,8.48,2.54469,0
81,82,8.48,2.57611,0
81,83,8.48,2.60752,0
81,84,8.48,2.63894,0
81,85,8.48,2.67035,0
81,86,8.48,2.70177,0
81,87,8.48,2.73319,0
81,88,8.48,2.7646,0
81,89,8.48,2.79602,0
81,90,8.48,2.82743,0
81,91,8.48,2.85885,0
81,92,8.48,2.89027,0
81,93,8.48,2.92168,0
81,94,8.48,2.9531,0
81,95,8.48,2.98451,0
81,96,8.48,3.01593,0
81,97,8.48,3.04734,0
81,98,8.48,3.07876,0
81,99,8.48,3.11018,0
81,100,8.48,3.14159,0
82,0,8.56,0,0
82,1,8.56,0.0314159,0
82,2,8.56,0.0628319,0
82,3,8.56,0.0942478,0
82,4,8.56,0.125664,0
82,5,8.56,0.15708,0
82,6,8.56,0.188496,0
82,7,8.56,0.219911,0
82,8,8.56,0.251327,0
82,9,8.56,0.282743,0
82,10,8.56,0.314159,0
82,11,8.56,0.345575,0
82,12,8.56,0.376991,0
82,13,8.56,0.408407,0
82,14,8.56,0.439823,0
82,15,8.56,0.471239,0
82,16,8.56,0.502655,0
82,17,8.56,0.534071,0
82,18,8.56,0.565487,0
82,19,8.56,0.596903,0
82,20,8.56,0.628319,0
82,21,8.56,0.659734,0
82,22,8.56,0.69115,0
82,23,8.56,0.722566,0
82,24,8.56,0.753982,0
82,25,8.56,0.785398,0
82,26,8.56,0.816814,0
82,27,8.56,0.84823,0
82,28,8.56,0.879646,0
82,29,8.56,0.911062,0
82,30,8.56,0.942478,0
82,31,8.56,0.973894,0
82,32,8.56,1.00531,0
82,33,8.56,1.03673,0
82,34,8.56,1.06814,0
82,35,8.56,1.09956,0
82,36,8.56,1.13097,0
82,37,8.56,1.16239,0
82,38,8.56,1.19381,0
82,39,8.56,1.22522,0
82,40,8.56,1.25664,0
82,41,8.56,1.28805,0
82,42,8.56,1.31947,0
82,43,8.56,1.35088,0
82,44,8.56,1.3823,0
82,45,8.56,1.41372,0
82,46,8.56,1.44513,0
82,47,8.56,1.47655,0
82,48,8.56,1.50796,0
82,49,8.56,1.53938,0
82,50,8.56,1.5708,0
82,51,8.56,1.60221,0
82,52,8.56,1.63363,0
82,53,8.56,1.66504,0
82,54,8.56,1.69646,0
82,55,8.56,1.72788,0
82,56,8.56,1.75929,0
82,57,8.56,1.79071,0
82,58,8.56,1.82212,0
82,59,8.56,1.85354,0
82,60,8.56,1.88496,0
82,61,8.56,1.91637,0
82,62,8.56,1.94779,0
82,63,8.56,1.9792,0
82,64,8.56,2.01062,0
82,65,8.56,2.04204,0
82,66,8.56,2.07345,0
82,67,8.56,2.10487,0
82,68,8.56,2.13628,0
82,69,8.56,2.1677,0
82,70,8.56,2.19911,0
82,71,8.56,2.23053,0
82,72,8.56,2.26195,0
82,73,8.56,2.29336,0
82,74,8.56,2.32478,0
82,75,8.56,2.35619,0
82,76,8.56,2.38761,0
82,77,8.56,2.41903,0
82,78,8.56,2.45044,0
82,79,8.56,2.48186,0
82,80,8.56,2.51327,0
82,81,8.56,2.54469,0
82,82,8.56,2.57611,0
82,83,8.56,2.60752,0
82,84,8.56,2.63894,0
82,85,8.56,2.67035,0
82,86,8.56,2.70177,0
82,87,8.56,2.73319,0
82,88,8.56,2.7646,0
82,89,8.56,2.79602,0
82,90,8.56,2.82743,0
82,91,8.56,2.85885,0
82,92,8.56,2.89027,0
82,93,8.56,2.92168,0
82,94,8.56,2.9531,0
82,95,8.56,2.98451,0
82,96,8.56,3.01593,0
82,97,8.56,3.04734,0
82,98,8.56,3.07876,0
82,99,8.56,3.11018,0
82,100,8.56,3.14159,0
83,0,8.64,0,0
83,1,8.64,0.0314159,0
83,2,8.64,0.0628319,0
83,3,8.64,0.0942478,0
83,4,8.64,0.125664,0
83,5,8.64,0.15708,0
83,6,8.64,0.188496,0
83,7,8.64,0.219911,0
83,8,8.64,0.251327,0
83,9,8.64,0.282743,0
83,10,8.64,0.314159,0
83,11,8.64,0.345575,0
83,12,8.64,0.376991,0
83,13,8.64,0.408407,0
83,14,8.64,0.439823,0
83,15,8.64,0.471239,0
83,16,8.64,0.502655,0
83,17,8.64,0.534071,0
83,18,8.64,0.565487,0
83,19,8.64,0.596903,0
83,20,8.64,0.628319,0
83,21,8.64,0.659734,0
83,22,8.64,0.69115,0
83,23,8.64,0.722566,0
83,24,8.64,0.753982,0
83,25,8.64,0.785398,0
83,26,8.64,0.816814,0
83,27,8.64,0.84823,0
83,28,8.64,0.879646,0
83,29,8.64,0.911062,0
83,30,8.64,0.942478,0
83,31,8.64,0.973894,0
83,32,8.64,1.00531,0
83,33,8.64,1.03673,0
83,34,8.64,1.06814,0
83,35,8.64,1.09956,0
83,36,8.64,1.13097,0
83,37,8.64,1.16239,0
83,38,8.64,1.19381,0
83,39,8.64,1.22522,0
83,40,8.64,1.25664,0
83,41,8.64,1.28805,0
83,42,8.64,1.31947,0
83,43,8.64,1.35088,0
83,44,8.64,1.3823,0
83,45,8.64,1.41372,0
83,46,8.64,1.44513,0
83,47,8.64,1.47655,0
83,48,8.64,1.50796,0
83,49,8.64,1.53938,0
83,50,8.64,1.5708,0
83,51,8.64,1.60221,0
83,52,8.64,1.63363,0
83,53,8.64,1.66504,0
83,54,8.64,1.69646,0
83,55,8.64,1.72788,0
83,56,8.64,1.75929,0
83,57,8.64,1.79071,0
83,58,8.64,1.82212,0
83,59,8.64,1.85354,0
83,60,8.64,1.88496,0
83,61,8.64,1.91637,0
83,62,8.64,1.94779,0
83,63,8.64,1.9792,0
83,64,8.64,2.01062,0
83,65,8.64,2.04204,0
83,66,8.64,2.07345,0
83,67,8.64,2.10487,0
83,68,8.64,2.13628,0
83,69,8.64,2.1677,0
83,70,8.64,2.19911,0
83,71,8.64,2.23053,0
83,72,8.64,2.26195,0
83,73,8.64,2.29336,0
83,74,8.64,2.32478,0
83,75,8.64,2.35619,0
83,76,8.64,2.38761,0
83,77,8.64,2.41903,0
83,78,8.64,2.45044,0
83,79,8.64,2.48186,0
83,80,8.64,2.51327,0
83,81,8.64,2.54469,0
83,82,8.64,2.57611,0
83,83,8.64,2.60752,0
83,84,8.64,2.63894,0
83,85,8.64,2.67035,0
83,86,8.64,2.70177,0
83,87,8.64,2.73319,0
83,88,8.64,2.7646,0
83,89,8.64,2.79602,0
83,90,8.64,2.82743,0
83,91,8.64,2.85885,0
83,92,8.64,2.89027,0
83,93,8.64,2.92168,0
83,94,8.64,2.9531,0
83,95,8.64,2.98451,0
83,96,8.64,3.01593,0
83,97,8.64,3.04734,0
83,98,8.64,3.07876,0
83,99,8.64,3.11018,0
83,100,8.64,3.14159,0
84,0,8.72,0,0
84,1,8.72,0.0314159,0
84,2,8.72,0.0628319,0
84,3,8.72,0.0942478,0
84,4,8.72,0.125664,0
84,5,8.72,0.15708,0
84,6,8.72,0.188496,0
84,7,8.72,0.219911,0
84,8,8.72,0.251327,0
84,9,8.72,0.282743,0
84,10,8.72,0.314159,0
84,11,8.72,0.345575,0
84,12,8.72,0.376991,0
84,13,8.72,0.408407,0
84,14,8.72,0.439823,0
84,15,8.72,0.471239,0
84,16,8.72,0.502655,0
84,17,8.72,0.534071,0
84,18,8.72,0.565487,0
84,19,8.72,0.596903,0
84,20,8.72,0.628319,0
84,21,8.72,0.659734,0
84,22,8.72,0.69115,0
84,23,8.72,0.722566,0
84,24,8.72,0.753982,0
84,25,8.72,0.785398,0
84,26,8.72,0.816814,0
84,27,8.72,0.84823,0
84,28,8.72,0.879646,0
84,29,8.72,0.911062,0
84,30,8.72,0.942478,0
84,31,8.72,0.973894,0
84,32,8.72,1.00531,0
84,33,8.72,1.03673,0
84,34,8.72,1.06814,0
84,35,8.72,1.09956,0
84,36,8.72,1.13097,0
84,37,8.72,1.16239,0
84,38,8.72,1.19381,0
84,39,8.72,1.22522,0
84,40,8.72,1.25664,0
84,41,8.72,1.28805,0
84,42,8.72,1.31947,0
84,43,8.72,1.35088,0
84,44,8.72,1.3823,0
84,45,8.72,1.41372,0
84,46,8.72,1.44513,0
