x,z,Gamma000,Gamma001,Gamma002
167.307,227.78,0.0125652,0.00362103,-0.0182022
167.307,231.811,0.0124657,0.00347486,-0.0176007
167.307,235.843,0.012379,0.00332727,-0.0168683
167.307,239.874,0.0122686,0.00319957,-0.0162482
167.307,243.906,0.0121259,0.00308708,-0.0157572
167.307,247.937,0.0118136,0.00296113,-0.0164423
167.307,251.969,0.0132455,0.00264431,-0.00548119
171.339,-251.969,0.0129677,0.00263489,0.00576438
171.339,-247.937,0.0116759,0.0029704,0.0156318
171.339,-243.906,0.0118523,0.00302576,0.0156799
171.339,-239.874,0.0118388,0.00314851,0.017034
171.339,-235.843,0.0120167,0.00329693,0.0170956
171.339,-231.811,0.012097,0.00342983,0.0177229
171.339,-227.78,0.0121639,0.00357305,0.0183761
171.339,-223.748,0.0122206,0.00372183,0.0190272
171.339,-219.717,0.0122613,0.00387712,0.019703
171.339,-215.685,0.0122847,0.00403907,0.0204004
171.339,-211.654,0.0122891,0.0042079,0.0211197
171.339,-207.622,0.0122726,0.00438383,0.0218608
171.339,-203.591,0.0122332,0.00456709,0.0226237
171.339,-199.559,0.0121685,0.00475788,0.0234081
171.339,-195.528,0.0120764,0.00495639,0.0242137
171.339,-191.496,0.0119543,0.00516282,0.02504
171.339,-187.465,0.0117997,0.00537733,0.0258862
171.339,-183.433,0.0116098,0.00560008,0.0267515
171.339,-179.402,0.0113816,0.0058312,0.0276346
171.339,-175.37,0.0111122,0.00607078,0.0285342
171.339,-171.339,0.0107983,0.00631889,0.0294487
171.339,-167.307,0.0104367,0.00657556,0.0303758
171.339,-163.276,0.0100239,0.00684079,0.0313134
171.339,-159.244,0.00955651,0.00711451,0.0322586
171.339,-155.213,0.00903087,0.00739662,0.0332082
171.339,-151.181,0.00844336,0.00768694,0.0341587
171.339,-147.15,0.00779035,0.00798523,0.0351059
171.339,-143.118,0.0070682,0.0082912,0.0360451
171.339,-139.087,0.00627336,0.00860445,0.0369712
171.339,-135.055,0.00540238,0.00892451,0.0378784
171.339,-131.024,0.004452,0.00925083,0.0387602
171.339,-126.992,0.00341919,0.00958276,0.0396096
171.339,-122.961,0.00230126,0.00991956,0.040419
171.339,-118.929,0.00109592,0.0102604,0.0411799
171.339,-114.898,-0.000198615,0.0106042,0.0418834
171.339,-110.866,-0.00158353,0.0109502,0.0425197
171.339,-106.835,-0.00305928,0.011297,0.0430787
171.339,-102.803,-0.00462552,0.0116434,0.0435495
171.339,-98.7717,-0.00628092,0.0119883,0.0439207
171.339,-94.7402,-0.00802309,0.0123301,0.0441806
171.339,-90.7087,-0.00984846,0.0126674,0.0443173
171.339,-86.6772,-0.0117521,0.0129988,0.0443185
171.339,-82.6457,-0.0137278,0.0133229,0.044172
171.339,-78.6142,-0.0157677,0.013638,0.043866
171.339,-74.5827,-0.0178624,0.0139428,0.0433889
171.339,-70.5512,-0.0200008,0.0142358,0.0427298
171.339,-66.5197,-0.0221704,0.0145158,0.0418788
171.339,-62.4882,-0.0243569,0.0147816,0.0408272
171.339,-58.4567,-0.0265443,0.0150321,0.0395678
171.339,-54.4252,-0.0287155,0.0152664,0.0380953
171.339,-50.3937,-0.0308519,0.0154838,0.0364064
171.339,-46.3622,-0.0329339,0.0156838,0.0345002
171.339,-42.3307,-0.0349411,0.015866,0.0323785
171.339,-38.2992,-0.0368528,0.0160302,0.0300458
171.339,-34.2677,-0.0386478,0.0161766,0.0275098
171.339,-30.2362,-0.0403058,0.0163052,0.0247809
171.339,-26.2047,-0.0418068,0.0164164,0.0218729
171.339,-22.1732,-0.0431322,0.0165105,0.0188025
171.339,-18.1417,-0.044265,0.016588,0.0155892
171.339,-14.1102,-0.0451904,0.0166494,0.0122551
171.339,-10.0787,-0.0458958,0.016695,0.00882448
171.339,-6.04724,-0.0463716,0.0167252,0.00532358
171.339,-2.01575,-0.0466113,0.0167403,0.00177992
171.339,2.01575,-0.0466114,0.0167404,-0.00177809
171.339,6.04724,-0.046372,0.0167255,-0.0053218
171.339,10.0787,-0.0458964,0.0166954,-0.00882282
171.339,14.1102,-0.0451912,0.0166499,-0.0122536
171.339,18.1417,-0.0442661,0.0165887,-0.0155879
171.339,22.1732,-0.0431334,0.0165113,-0.0188015
171.339,26.2047,-0.0418081,0.0164173,-0.0218721
171.339,30.2362,-0.0403072,0.0163062,-0.0247803
171.339,34.2677,-0.0386492,0.0161777,-0.0275095
171.339,38.2992,-0.0368541,0.0160314,-0.0300458
171.339,42.3307,-0.0349424,0.0158672,-0.0323787
171.339,46.3622,-0.0329351,0.015685,-0.0345007
171.339,50.3937,-0.030853,0.0154851,-0.0364071
171.339,54.4252,-0.0287165,0.0152677,-0.0380962
171.339,58.4567,-0.0265451,0.0150334,-0.0395688
171.339,62.4882,-0.0243575,0.0147829,-0.0408283
171.339,66.5197,-0.0221709,0.0145171,-0.04188
171.339,70.5512,-0.0200011,0.014237,-0.0427311
171.339,74.5827,-0.0178625,0.0139439,-0.0433902
171.339,78.6142,-0.0157677,0.0136391,-0.0438674
171.339,82.6457,-0.0137277,0.0133239,-0.0441734
171.339,86.6772,-0.0117518,0.0129998,-0.0443198
171.339,90.7087,-0.00984805,0.0126683,-0.0443185
171.339,94.7402,-0.00802258,0.0123309,-0.0441818
171.339,98.7717,-0.00628032,0.0119891,-0.0439218
171.339,102.803,-0.00462485,0.0116442,-0.0435505
171.339,106.835,-0.00305856,0.0112977,-0.0430797
171.339,110.866,-0.00158276,0.0109508,-0.0425206
171.339,114.898,-0.000197819,0.0106048,-0.0418842
171.339,118.929,0.00109673,0.0102609,-0.0411806
171.339,122.961,0.00230208,0.00992005,-0.0404196
171.339,126.992,0.00342001,0.00958322,-0.0396101
171.339,131.024,0.00445281,0.00925124,-0.0387606
171.339,135.055,0.00540318,0.00892488,-0.0378787
171.339,139.087,0.00627414,0.00860478,-0.0369715
171.339,143.118,0.00706895,0.00829149,-0.0360453
171.339,147.15,0.00779107,0.00798549,-0.035106
171.339,151.181,0.00844405,0.00768717,-0.0341588
171.339,155.213,0.00903152,0.00739682,-0.0332083
171.339,159.244,0.00955713,0.00711469,-0.0322586
171.339,163.276,0.0100245,0.00684094,-0.0313134
171.339,167.307,0.0104372,0.00657569,-0.0303758
171.339,171.339,0.0107988,0.006319,-0.0294486
171.339,175.37,0.0111126,0.00607087,-0.0285341
171.339,179.402,0.011382,0.00583128,-0.0276345
171.339,183.433,0.0116102,0.00560015,-0.0267513
171.339,187.465,0.0118001,0.00537739,-0.025886
171.339,191.496,0.0119547,0.00516286,-0.0250398
171.339,195.528,0.0120767,0.00495642,-0.0242135
171.339,199.559,0.0121688,0.0047579,-0.0234079
171.339,203.591,0.0122334,0.0045671,-0.0226234
171.339,207.622,0.0122729,0.00438384,-0.0218606
171.339,211.654,0.0122893,0.0042079,-0.0211195
171.339,215.685,0.0122849,0.00403906,-0.0204002
171.339,219.717,0.0122614,0.00387711,-0.0197028
171.339,223.748,0.0122207,0.00372183,-0.0190273
171.339,227.78,0.0121653,0.00357288,-0.0183681
171.339,231.811,0.0120884,0.0034314,-0.0177762
171.339,235.843,0.0120241,0.00328815,-0.0170485
171.339,239.874,0.0119343,0.00316438,-0.016437
171.339,243.906,0.0118106,0.00305543,-0.0159583
171.339,247.937,0.0115163,0.00293303,-0.0166457
171.339,251.969,0.0129906,0.00261746,-0.00559634
175.37,-251.969,0.0126988,0.00260634,0.00587979
175.37,-247.937,0.0113686,0.0029399,0.0158259
175.37,-243.906,0.0115312,0.00299236,0.0158475
175.37,-239.874,0.0114966,0.00311166,0.017197
175.37,-235.843,0.0116536,0.00325582,0.0172569
175.37,-231.811,0.011713,0.00338445,0.0178738
175.37,-227.78,0.0117578,0.00352302,0.0185174
175.37,-223.748,0.0117918,0.00366677,0.0191572
175.37,-219.717,0.0118089,0.00381662,0.0198204
175.37,-215.685,0.011808,0.00397268,0.0205035
175.37,-211.654,0.0117875,0.00413517,0.0212069
175.37,-207.622,0.0117453,0.00430426,0.0219304
175.37,-203.591,0.0116795,0.00448014,0.0226737
175.37,-199.559,0.011588,0.00466299,0.0234365
175.37,-195.528,0.0114686,0.00485297,0.0242183
175.37,-191.496,0.0113188,0.00505022,0.0250185
175.37,-187.465,0.0111361,0.00525489,0.0258363
175.37,-183.433,0.010918,0.00546708,0.0266705
175.37,-179.402,0.0106617,0.00568689,0.0275199
175.37,-175.37,0.0103643,0.00591438,0.0283829
175.37,-171.339,0.0100228,0.00614958,0.0292577
175.37,-167.307,0.00963423,0.00639249,0.0301423
175.37,-163.276,0.00919531,0.00664307,0.031034
175.37,-159.244,0.00870286,0.00690122,0.0319301
175.37,-155.213,0.00815362,0.00716681,0.0328274
175.37,-151.181,0.00754429,0.00743965,0.0337222
175.37,-147.15,0.00687159,0.00771948,0.0346103
175.37,-143.118,0.00613231,0.00800598,0.0354871
175.37,-139.087,0.00532332,0.00829877,0.0363476
175.37,-135.055,0.00444165,0.00859739,0.037186
175.37,-131.024,0.00348451,0.00890129,0.0379961
175.37,-126.992,0.00244941,0.00920985,0.0387712
175.37,-122.961,0.00133418,0.00952237,0.0395038
175.37,-118.929,0.000137073,0.00983805,0.040186
175.37,-114.898,-0.00114314,0.010156,0.0408092
175.37,-110.866,-0.00250709,0.0104753,0.0413645
175.37,-106.835,-0.00395473,0.010795,0.0418421
175.37,-102.803,-0.00548519,0.0111138,0.0422321
175.37,-98.7717,-0.0070967,0.0114306,0.0425241
175.37,-94.7402,-0.0087865,0.0117442,0.0427072
175.37,-90.7087,-0.0105507,0.0120533,0.0427706
175.37,-86.6772,-0.0123842,0.0123567,0.0427034
175.37,-82.6457,-0.0142807,0.012653,0.0424946
175.37,-78.6142,-0.0162323,0.0129409,0.0421336
175.37,-74.5827,-0.01823,0.0132192,0.0416103
175.37,-70.5512,-0.0202632,0.0134867,0.0409153
175.37,-66.5197,-0.0223198,0.0137423,0.0400402
175.37,-62.4882,-0.0243864,0.0139849,0.0389775
175.37,-58.4567,-0.0264482,0.0142136,0.0377214
175.37,-54.4252,-0.0284893,0.0144277,0.0362678
175.37,-50.3937,-0.0304927,0.0146266,0.0346144
175.37,-46.3622,-0.0324403,0.0148098,0.0327611
175.37,-42.3307,-0.0343138,0.0149769,0.0307102
175.37,-38.2992,-0.0360944,0.0151279,0.0284665
175.37,-34.2677,-0.0377632,0.0152626,0.0260374
175.37,-30.2362,-0.0393018,0.0153814,0.0234331
175.37,-26.2047,-0.0406926,0.0154842,0.0206664
175.37,-22.1732,-0.041919,0.0155715,0.0177527
175.37,-18.1417,-0.042966,0.0156435,0.0147099
175.37,-14.1102,-0.0438203,0.0157007,0.0115582
175.37,-10.0787,-0.0444711,0.0157432,0.0083196
175.37,-6.04724,-0.0449099,0.0157715,0.00501774
175.37,-2.01575,-0.0451308,0.0157856,0.00167743
175.37,2.01575,-0.0451309,0.0157857,-0.00167579
175.37,6.04724,-0.0449102,0.0157717,-0.00501614
175.37,10.0787,-0.0444717,0.0157436,-0.0083181
175.37,14.1102,-0.0438211,0.0157012,-0.0115568
175.37,18.1417,-0.0429669,0.0156441,-0.0147087
175.37,22.1732,-0.04192,0.0155722,-0.0177517
175.37,26.2047,-0.0406937,0.015485,-0.0206656
175.37,30.2362,-0.039303,0.0153822,-0.0234325
175.37,34.2677,-0.0377644,0.0152636,-0.0260371
175.37,38.2992,-0.0360956,0.0151289,-0.0284664
175.37,42.3307,-0.034315,0.014978,-0.0307104
175.37,46.3622,-0.0324414,0.0148109,-0.0327615
175.37,50.3937,-0.0304937,0.0146277,-0.034615
175.37,54.4252,-0.0284902,0.0144289,-0.0362686
175.37,58.4567,-0.026449,0.0142148,-0.0377223
175.37,62.4882,-0.024387,0.013986,-0.0389785
175.37,66.5197,-0.0223203,0.0137434,-0.0400412
175.37,70.5512,-0.0202635,0.0134878,-0.0409165
175.37,74.5827,-0.0182302,0.0132203,-0.0416115
175.37,78.6142,-0.0162324,0.0129419,-0.0421348
175.37,82.6457,-0.0142806,0.0126539,-0.0424958
175.37,86.6772,-0.012384,0.0123576,-0.0427046
175.37,90.7087,-0.0105504,0.0120542,-0.0427718
175.37,94.7402,-0.0087861,0.011745,-0.0427083
175.37,98.7717,-0.00709622,0.0114313,-0.0425251
175.37,102.803,-0.00548463,0.0111145,-0.0422331
175.37,106.835,-0.00395412,0.0107956,-0.041843
175.37,110.866,-0.00250643,0.010476,-0.0413653
175.37,114.898,-0.00114244,0.0101566,-0.04081
175.37,118.929,0.000137791,0.00983858,-0.0401866
175.37,122.961,0.00133491,0.00952285,-0.0395044
175.37,126.992,0.00245015,0.00921029,-0.0387717
175.37,131.024,0.00348525,0.00890169,-0.0379966
175.37,135.055,0.00444238,0.00859775,-0.0371864
175.37,139.087,0.00532404,0.0082991,-0.0363479
175.37,143.118,0.00613301,0.00800627,-0.0354874
175.37,147.15,0.00687226,0.00771974,-0.0346105
175.37,151.181,0.00754493,0.00743988,-0.0337223
175.37,155.213,0.00815424,0.00716701,-0.0328275
175.37,159.244,0.00870346,0.0069014,-0.0319302
175.37,163.276,0.00919587,0.00664322,-0.031034
175.37,167.307,0.00963476,0.00639263,-0.0301422
175.37,171.339,0.0100233,0.0061497,-0.0292577
175.37,175.37,0.0103648,0.00591448,-0.0283828
175.37,179.402,0.0106622,0.00568698,-0.0275197
175.37,183.433,0.0109185,0.00546715,-0.0266703
175.37,187.465,0.0111365,0.00525495,-0.0258361
175.37,191.496,0.0113191,0.00505027,-0.0250184
175.37,195.528,0.0114689,0.004853,-0.0242182
175.37,199.559,0.0115883,0.00466302,-0.0234363
175.37,203.591,0.0116798,0.00448016,-0.0226735
175.37,207.622,0.0117455,0.00430427,-0.0219302
175.37,211.654,0.0117877,0.00413518,-0.0212067
175.37,215.685,0.0118082,0.00397268,-0.0205033
175.37,219.717,0.0118091,0.00381661,-0.0198202
175.37,223.748,0.0117919,0.00366677,-0.0191574
175.37,227.78,0.0117593,0.00352285,-0.0185094
175.37,231.811,0.0117042,0.00338603,-0.017928
175.37,235.843,0.0116616,0.0032471,-0.0172064
175.37,239.874,0.0115918,0.00312725,-0.0166043
175.37,243.906,0.0114868,0.0030218,-0.0161384
175.37,247.937,0.0112103,0.00290296,-0.0168275
175.37,251.969,0.0127236,0.00258911,-0.00570514
179.402,-251.969,0.0124193,0.00257644,0.00598827
179.402,-247.937,0.0110538,0.00290758,0.0159999
179.402,-243.906,0.0112029,0.00295724,0.0159953
179.402,-239.874,0.0111479,0.0030731,0.0173385
179.402,-235.843,0.0112845,0.00321301,0.0173961
179.402,-231.811,0.0113236,0.0033374,0.0180017
179.402,-227.78,0.0113472,0.00347137,0.0186349
179.402,-223.748,0.0113594,0.00361016,0.0192625
179.402,-219.717,0.0113539,0.00375465,0.0199121
179.402,-215.685,0.0113299,0.00390495,0.0205802
179.402,-211.654,0.0112856,0.00406123,0.0212668
179.402,-207.622,0.0112191,0.00422364,0.0219718
179.402,-203.591,0.0111285,0.00439234,0.0226947
179.402,-199.559,0.0110118,0.00456748,0.0234352
179.402,-195.528,0.0108668,0.00474918,0.0241927
179.402,-191.496,0.0106913,0.00493758,0.0249663
179.402,-187.465,0.0104828,0.00513276,0.025755
179.402,-183.433,0.0102388,0.00533481,0.0265578
179.402,-179.402,0.00995679,0.00554378,0.0273732
179.402,-175.37,0.00963404,0.00575972,0.0281996
179.402,-171.339,0.00926778,0.00598262,0.029035
179.402,-167.307,0.00885514,0.00621246,0.0298772
179.402,-163.276,0.00839322,0.00644915,0.0307238
179.402,-159.244,0.00787906,0.00669259,0.0315717
179.402,-155.213,0.00730968,0.00694263,0.0324177
179.402,-151.181,0.00668213,0.00719905,0.0332582
179.402,-147.15,0.00599348,0.00746158,0.034089
179.402,-143.118,0.0052409,0.00772992,0.0349057
179.402,-139.087,0.00442166,0.00800366,0.0357031
179.402,-135.055,0.00353322,0.00828237,0.0364757
179.402,-131.024,0.00257326,0.00856552,0.0372176
179.402,-126.992,0.00153973,0.00885252,0.0379222
179.402,-122.961,0.000430959,0.00914271,0.0385824
179.402,-118.929,-0.000754312,0.00943534,0.0391908
179.402,-114.898,-0.00201684,0.00972962,0.0397393
179.402,-110.866,-0.00335678,0.0100247,0.0402193
179.402,-106.835,-0.00477363,0.0103195,0.040622
179.402,-102.803,-0.00626612,0.0106132,0.0409381
179.402,-98.7717,-0.00783211,0.0109047,0.041158
179.402,-94.7402,-0.00946854,0.0111929,0.0412719
179.402,-90.7087,-0.0111713,0.0114766,0.0412699
179.402,-86.6772,-0.0129352,0.0117547,0.0411421
179.402,-82.6457,-0.0147539,0.0120261,0.0408789
179.402,-78.6142,-0.0166197,0.0122897,0.0404708
179.402,-74.5827,-0.0185238,0.0125443,0.039909
179.402,-70.5512,-0.0204561,0.012789,0.0391853
179.402,-66.5197,-0.0224052,0.0130227,0.0382926
179.402,-62.4882,-0.0243585,0.0132446,0.0372246
179.402,-58.4567,-0.0263022,0.013454,0.0359767
179.402,-54.4252,-0.0282216,0.01365,0.0345456
179.402,-50.3937,-0.030101,0.0138323,0.0329299
179.402,-46.3622,-0.0319241,0.0140003,0.0311302
179.402,-42.3307,-0.0336741,0.0141539,0.0291492
179.402,-38.2992,-0.0353341,0.0142928,0.0269917
179.402,-34.2677,-0.036887,0.014417,0.0246652
179.402,-30.2362,-0.0383165,0.0145267,0.0221791
179.402,-26.2047,-0.0396068,0.0146219,0.0195454
179.402,-22.1732,-0.0407431,0.0147028,0.0167786
179.402,-18.1417,-0.041712,0.0147697,0.013895
179.402,-14.1102,-0.042502,0.0148229,0.0109129
179.402,-10.0787,-0.0431034,0.0148626,0.0078524
179.402,-6.04724,-0.0435086,0.0148889,0.00473485
179.402,-2.01575,-0.0437125,0.0149021,0.00158265
179.402,2.01575,-0.0437126,0.0149021,-0.00158118
179.402,6.04724,-0.0435089,0.0148891,-0.00473341
179.402,10.0787,-0.0431039,0.0148629,-0.00785104
179.402,14.1102,-0.0425027,0.0148233,-0.0109117
179.402,18.1417,-0.0417128,0.0147703,-0.0138939
179.402,22.1732,-0.040744,0.0147034,-0.0167777
179.402,26.2047,-0.0396078,0.0146226,-0.0195447
179.402,30.2362,-0.0383176,0.0145275,-0.0221785
179.402,34.2677,-0.0368881,0.0144179,-0.0246648
179.402,38.2992,-0.0353352,0.0142937,-0.0269916
179.402,42.3307,-0.0336752,0.0141548,-0.0291493
179.402,46.3622,-0.0319251,0.0140013,-0.0311305
179.402,50.3937,-0.0301019,0.0138333,-0.0329304
179.402,54.4252,-0.0282224,0.013651,-0.0345462
179.402,58.4567,-0.026303,0.013455,-0.0359774
179.402,62.4882,-0.0243591,0.0132457,-0.0372255
179.402,66.5197,-0.0224057,0.0130238,-0.0382935
179.402,70.5512,-0.0204565,0.01279,-0.0391863
179.402,74.5827,-0.0185241,0.0125453,-0.03991
179.402,78.6142,-0.0166198,0.0122906,-0.0404719
179.402,82.6457,-0.0147539,0.012027,-0.0408799
179.402,86.6772,-0.0129351,0.0117556,-0.0411432
179.402,90.7087,-0.0111711,0.0114774,-0.0412709
179.402,94.7402,-0.00946823,0.0111936,-0.0412729
179.402,98.7717,-0.00783172,0.0109054,-0.041159
179.402,102.803,-0.00626566,0.0106139,-0.040939
179.402,106.835,-0.00477311,0.0103202,-0.0406229
179.402,110.866,-0.00335621,0.0100253,-0.0402201
179.402,114.898,-0.00201623,0.00973017,-0.03974
179.402,118.929,-0.000753681,0.00943584,-0.0391915
179.402,122.961,0.000431609,0.00914317,-0.038583
179.402,126.992,0.00154039,0.00885294,-0.0379227
179.402,131.024,0.00257392,0.0085659,-0.037218
179.402,135.055,0.00353388,0.00828272,-0.0364761
179.402,139.087,0.00442231,0.00800398,-0.0357034
179.402,143.118,0.00524154,0.0077302,-0.0349059
179.402,147.15,0.0059941,0.00746184,-0.0340893
179.402,151.181,0.00668273,0.00719928,-0.0332584
179.402,155.213,0.00731026,0.00694283,-0.0324179
179.402,159.244,0.00787961,0.00669278,-0.0315718
179.402,163.276,0.00839375,0.00644931,-0.0307238
179.402,167.307,0.00885565,0.0062126,-0.0298772
179.402,171.339,0.00926826,0.00598275,-0.029035
179.402,175.37,0.00963449,0.00575983,-0.0281995
179.402,179.402,0.00995721,0.00554387,-0.0273731
179.402,183.433,0.0102392,0.00533488,-0.0265577
179.402,187.465,0.0104831,0.00513282,-0.0257549
179.402,191.496,0.0106916,0.00493763,-0.0249661
179.402,195.528,0.0108672,0.00474923,-0.0241925
179.402,199.559,0.0110121,0.00456751,-0.0234351
179.402,203.591,0.0111288,0.00439237,-0.0226946
179.402,207.622,0.0112194,0.00422366,-0.0219716
179.402,211.654,0.0112858,0.00406124,-0.0212666
179.402,215.685,0.0113301,0.00390496,-0.02058
179.402,219.717,0.0113541,0.00375465,-0.0199119
179.402,223.748,0.0113595,0.00361016,-0.0192627
179.402,227.78,0.0113487,0.00347121,-0.0186268
179.402,231.811,0.0113147,0.00333899,-0.0180568
179.402,235.843,0.0112931,0.00320436,-0.0173423
179.402,239.874,0.0112426,0.0030884,-0.0167508
179.402,243.906,0.0111558,0.0029864,-0.0162977
179.402,247.937,0.0108971,0.00287111,-0.0169881
179.402,251.969,0.0124457,0.00255944,-0.0058075
183.433,-251.969,0.0121304,0.00254535,0.00608978
183.433,-247.937,0.0107327,0.00287364,0.0161541
183.433,-243.906,0.0108686,0.0029206,0.0161237
183.433,-239.874,0.0107941,0.00303305,0.017459
183.433,-235.843,0.0109107,0.00316871,0.0175139
183.433,-231.811,0.0109305,0.00328893,0.0181074
183.433,-227.78,0.0109337,0.00341837,0.0187294
183.433,-223.748,0.0109249,0.00355227,0.019344
183.433,-219.717,0.010898,0.00369151,0.0199792
183.433,-215.685,0.010852,0.00383616,0.0206314
183.433,-211.654,0.0107851,0.00398637,0.0213006
183.433,-207.622,0.0106957,0.00414228,0.0219864
183.433,-203.591,0.0105819,0.004304,0.0226884
183.433,-199.559,0.0104416,0.00447167,0.0234061
183.433,-195.528,0.0102729,0.00464538,0.0241386
183.433,-191.496,0.0100735,0.00482523,0.0248852
183.433,-187.465,0.00984115,0.00501129,0.0256447
183.433,-183.433,0.00957355,0.00520361,0.0264159
183.433,-179.402,0.00926824,0.00540223,0.0271973
183.433,-175.37,0.00892269,0.00560715,0.0279871
183.433,-171.339,0.00853433,0.00581835,0.0287834
183.433,-167.307,0.00810051,0.00603577,0.0295839
183.433,-163.276,0.00761856,0.00625933,0.030386
183.433,-159.244,0.0070858,0.00648889,0.0311867
183.433,-155.213,0.00649953,0.00672429,0.0319828
183.433,-151.181,0.0058571,0.0069653,0.0327706
183.433,-147.15,0.00515594,0.00721165,0.0335461
183.433,-143.118,0.00439355,0.00746303,0.0343048
183.433,-139.087,0.00356759,0.00771906,0.0350417
183.433,-135.055,0.00267592,0.00797929,0.0357517
183.433,-131.024,0.00171662,0.00824324,0.0364288
183.433,-126.992,0.000688079,0.00851034,0.0370668
183.433,-122.961,-0.000410959,0.00877998,0.0376591
183.433,-118.929,-0.00158132,0.00905147,0.0381984
183.433,-114.898,-0.00282334,0.00932407,0.0386773
183.433,-110.866,-0.00413677,0.00959697,0.0390878
183.433,-106.835,-0.00552074,0.00986933,0.0394217
183.433,-102.803,-0.00697361,0.0101402,0.0396702
183.433,-98.7717,-0.00849299,0.0104087,0.0398248
183.433,-94.7402,-0.0100756,0.0106739,0.0398764
183.433,-90.7087,-0.0117171,0.0109347,0.0398161
183.433,-86.6772,-0.0134124,0.0111901,0.039635
183.433,-82.6457,-0.0151551,0.0114391,0.0393246
183.433,-78.6142,-0.0169378,0.0116809,0.0388764
183.433,-74.5827,-0.0187519,0.0119143,0.0382828
183.433,-70.5512,-0.0205878,0.0121385,0.0375368
183.433,-66.5197,-0.0224348,0.0123526,0.0366321
183.433,-62.4882,-0.0242811,0.012556,0.0355638
183.433,-58.4567,-0.0261138,0.0127479,0.0343279
183.433,-54.4252,-0.0279193,0.0129277,0.0329222
183.433,-50.3937,-0.0296833,0.013095,0.0313459
183.433,-46.3622,-0.0313909,0.0132495,0.0296001
183.433,-42.3307,-0.0330269,0.0133907,0.0276876
183.433,-38.2992,-0.0345758,0.0135187,0.0256136
183.433,-34.2677,-0.0360224,0.0136334,0.023385
183.433,-30.2362,-0.037352,0.0137347,0.0210111
183.433,-26.2047,-0.0385504,0.0138229,0.0185029
183.433,-22.1732,-0.0396046,0.0138979,0.0158738
183.433,-18.1417,-0.0405026,0.0139601,0.0131387
183.433,-14.1102,-0.0412341,0.0140096,0.0103146
183.433,-10.0787,-0.0417906,0.0140465,0.00741947
183.433,-6.04724,-0.0421654,0.014071,0.00447282
183.433,-2.01575,-0.0423539,0.0140833,0.00149488
183.433,2.01575,-0.042354,0.0140834,-0.00149355
183.433,6.04724,-0.0421656,0.0140712,-0.00447153
183.433,10.0787,-0.041791,0.0140468,-0.00741824
183.433,14.1102,-0.0412347,0.0140099,-0.0103134
183.433,18.1417,-0.0405033,0.0139606,-0.0131377
183.433,22.1732,-0.0396054,0.0138985,-0.0158729
183.433,26.2047,-0.0385513,0.0138235,-0.0185022
183.433,30.2362,-0.0373529,0.0137354,-0.0210105
183.433,34.2677,-0.0360234,0.0136342,-0.0233847
183.433,38.2992,-0.0345768,0.0135196,-0.0256135
183.433,42.3307,-0.0330278,0.0133916,-0.0276877
183.433,46.3622,-0.0313919,0.0132503,-0.0296003
183.433,50.3937,-0.0296842,0.0130959,-0.0313463
183.433,54.4252,-0.0279201,0.0129286,-0.0329227
183.433,58.4567,-0.0261145,0.0127488,-0.0343285
183.433,62.4882,-0.0242817,0.0125569,-0.0355645
183.433,66.5197,-0.0224353,0.0123535,-0.0366329
183.433,70.5512,-0.0205882,0.0121394,-0.0375377
183.433,74.5827,-0.0187522,0.0119151,-0.0382838
183.433,78.6142,-0.0169379,0.0116817,-0.0388774
183.433,82.6457,-0.0151551,0.01144,-0.0393255
183.433,86.6772,-0.0134124,0.0111909,-0.039636
183.433,90.7087,-0.011717,0.0109354,-0.0398171
183.433,94.7402,-0.0100753,0.0106746,-0.0398773
183.433,98.7717,-0.00849268,0.0104094,-0.0398257
183.433,102.803,-0.00697324,0.0101409,-0.0396711
183.433,106.835,-0.0055203,0.00986992,-0.0394225
183.433,110.866,-0.00413629,0.00959752,-0.0390886
183.433,114.898,-0.00282282,0.00932458,-0.038678
183.433,118.929,-0.00158077,0.00905195,-0.0381991
183.433,122.961,-0.000410386,0.00878042,-0.0376597
183.433,126.992,0.000688668,0.00851075,-0.0370673
183.433,131.024,0.00171722,0.00824361,-0.0364293
183.433,135.055,0.00267652,0.00797963,-0.0357521
183.433,139.087,0.00356819,0.00771936,-0.0350421
183.433,143.118,0.00439414,0.00746331,-0.0343051
183.433,147.15,0.00515652,0.00721191,-0.0335463
183.433,151.181,0.00585767,0.00696553,-0.0327708
183.433,155.213,0.00650007,0.00672449,-0.0319829
183.433,159.244,0.00708632,0.00648908,-0.0311868
183.433,163.276,0.00761907,0.00625949,-0.0303861
183.433,167.307,0.00810099,0.00603592,-0.029584
183.433,171.339,0.00853478,0.00581847,-0.0287834
183.433,175.37,0.00892312,0.00560726,-0.0279871
183.433,179.402,0.00926865,0.00540232,-0.0271972
183.433,183.433,0.00957393,0.00520369,-0.0264158
183.433,187.465,0.00984151,0.00501136,-0.0256446
183.433,191.496,0.0100738,0.00482529,-0.0248851
183.433,195.528,0.0102732,0.00464543,-0.0241385
183.433,199.559,0.0104419,0.00447171,-0.0234059
183.433,203.591,0.0105822,0.00430403,-0.0226883
183.433,207.622,0.010696,0.0041423,-0.0219863
183.433,211.654,0.0107854,0.00398639,-0.0213005
183.433,215.685,0.0108522,0.00383617,-0.0206313
183.433,219.717,0.0108982,0.00369151,-0.019979
183.433,223.748,0.010925,0.00355227,-0.0193442
183.433,227.78,0.0109352,0.00341821,-0.0187211
