i,j,r,theta,Gamma3_0_0_0,Gamma3_0_0_1,Gamma3_0_0_2,Gamma3_0_1_0,Gamma3_0_1_1,Gamma3_0_1_2,Gamma3_0_2_0,Gamma3_0_2_1,Gamma3_0_2_2,Gamma3_1_0_0,Gamma3_1_0_1,Gamma3_1_0_2,Gamma3_1_1_0,Gamma3_1_1_1,Gamma3_1_1_2,Gamma3_1_2_0,Gamma3_1_2_1,Gamma3_1_2_2,Gamma3_2_0_0,Gamma3_2_0_1,Gamma3_2_0_2,Gamma3_2_1_0,Gamma3_2_1_1,Gamma3_2_1_2,Gamma3_2_2_0,Gamma3_2_2_1,Gamma3_2_2_2
92,74,9.36,2.32478,-0.013568,-0.00459073,0.00459073,0.00459073,7.41442,7.41442,7.41442,7.41442,3.93794,6.58646e-05,0.106377,-0.106377,-0.106377,0.00459073,0.00459073,0.00459073,0.00459073,-0.502165,0,0,0,0,0,0,0,0,0
92,75,9.36,2.35619,-0.0135988,-0.00459848,0.00459848,0.00459848,7.41227,7.41227,7.41227,7.41227,3.70433,6.59757e-05,0.106346,-0.106346,-0.106346,0.00459848,0.00459848,0.00459848,0.00459848,-0.502951,0,0,0,0,0,0,0,0,0
92,76,9.36,2.38761,-0.0136295,-0.00458808,0.00458808,0.00458808,7.41013,7.41013,7.41013,7.41013,3.47084,6.58265e-05,0.106315,-0.106315,-0.106315,0.00458808,0.00458808,0.00458808,0.00458808,-0.501752,0,0,0,0,0,0,0,0,0
92,77,9.36,2.41903,-0.0136601,-0.00455959,0.00455959,0.00455959,7.408,7.408,7.408,7.408,3.23839,6.54178e-05,0.106285,-0.106285,-0.106285,0.00455959,0.00455959,0.00455959,0.00455959,-0.498575,0,0,0,0,0,0,0,0,0
92,78,9.36,2.45044,-0.0136904,-0.00451314,0.00451314,0.00451314,7.40589,7.40589,7.40589,7.40589,3.00789,6.47513e-05,0.106254,-0.106254,-0.106254,0.00451314,0.00451314,0.00451314,0.00451314,-0.493435,0,0,0,0,0,0,0,0,0
92,79,9.36,2.48186,-0.0137204,-0.00444892,0.00444892,0.00444892,7.4038,7.4038,7.4038,7.4038,2.78026,6.38299e-05,0.106224,-0.106224,-0.106224,0.00444892,0.00444892,0.00444892,0.00444892,-0.486356,0,0,0,0,0,0,0,0,0
92,80,9.36,2.51327,-0.0137498,-0.00436721,0.00436721,0.00436721,7.40175,7.40175,7.40175,7.40175,2.55638,6.26576e-05,0.106195,-0.106195,-0.106195,0.00436721,0.00436721,0.00436721,0.00436721,-0.477367,0,0,0,0,0,0,0,0,0
92,81,9.36,2.54469,-0.0137786,-0.00426833,0.00426833,0.00426833,7.39974,7.39974,7.39974,7.39974,2.33714,6.1239e-05,0.106166,-0.106166,-0.106166,0.00426833,0.00426833,0.00426833,0.00426833,-0.466505,0,0,0,0,0,0,0,0,0
92,82,9.36,2.57611,-0.0138068,-0.0041527,0.0041527,0.0041527,7.39778,7.39778,7.39778,7.39778,2.12339,5.95799e-05,0.106138,-0.106138,-0.106138,0.0041527,0.0041527,0.0041527,0.0041527,-0.453816,0,0,0,0,0,0,0,0,0
92,83,9.36,2.60752,-0.013834,-0.00402077,0.00402077,0.00402077,7.39588,7.39588,7.39588,7.39588,1.91596,5.76871e-05,0.106111,-0.106111,-0.106111,0.00402077,0.00402077,0.00402077,0.00402077,-0.439351,0,0,0,0,0,0,0,0,0
92,84,9.36,2.63894,-0.0138604,-0.00387308,0.00387308,0.00387308,7.39404,7.39404,7.39404,7.39404,1.71567,5.55681e-05,0.106084,-0.106084,-0.106084,0.00387308,0.00387308,0.00387308,0.00387308,-0.423168,0,0,0,0,0,0,0,0,0
92,85,9.36,2.67035,-0.0138857,-0.00371022,0.00371022,0.00371022,7.39228,7.39228,7.39228,7.39228,1.5233,5.32315e-05,0.106059,-0.106059,-0.106059,0.00371022,0.00371022,0.00371022,0.00371022,-0.405333,0,0,0,0,0,0,0,0,0
92,86,9.36,2.70177,-0.0139098,-0.00353283,0.00353283,0.00353283,7.3906,7.3906,7.3906,7.3906,1.33959,5.06865e-05,0.106035,-0.106035,-0.106035,0.00353283,0.00353283,0.00353283,0.00353283,-0.385916,0,0,0,0,0,0,0,0,0
92,87,9.36,2.73319,-0.0139328,-0.00334162,0.00334162,0.00334162,7.389,7.389,7.389,7.389,1.16526,4.79432e-05,0.106012,-0.106012,-0.106012,0.00334162,0.00334162,0.00334162,0.00334162,-0.364996,0,0,0,0,0,0,0,0,0
92,88,9.36,2.7646,-0.0139544,-0.00313735,0.00313735,0.00313735,7.38749,7.38749,7.38749,7.38749,1.00099,4.50125e-05,0.10599,-0.10599,-0.10599,0.00313735,0.00313735,0.00313735,0.00313735,-0.342655,0,0,0,0,0,0,0,0,0
92,89,9.36,2.79602,-0.0139746,-0.00292083,0.00292083,0.00292083,7.38609,7.38609,7.38609,7.38609,0.847411,4.19059e-05,0.10597,-0.10597,-0.10597,0.00292083,0.00292083,0.00292083,0.00292083,-0.318981,0,0,0,0,0,0,0,0,0
92,90,9.36,2.82743,-0.0139933,-0.0026929,0.0026929,0.0026929,7.38478,7.38478,7.38478,7.38478,0.705119,3.86357e-05,0.105952,-0.105952,-0.105952,0.0026929,0.0026929,0.0026929,0.0026929,-0.294066,0,0,0,0,0,0,0,0,0
92,91,9.36,2.85885,-0.0140104,-0.00245445,0.00245445,0.00245445,7.38359,7.38359,7.38359,7.38359,0.574666,3.52147e-05,0.105934,-0.105934,-0.105934,0.00245445,0.00245445,0.00245445,0.00245445,-0.26801,0,0,0,0,0,0,0,0,0
92,92,9.36,2.89027,-0.014026,-0.00220644,0.00220644,0.00220644,7.3825,7.3825,7.3825,7.3825,0.456556,3.16564e-05,0.105919,-0.105919,-0.105919,0.00220644,0.00220644,0.00220644,0.00220644,-0.240913,0,0,0,0,0,0,0,0,0
92,93,9.36,2.92168,-0.0140398,-0.00194982,0.00194982,0.00194982,7.38154,7.38154,7.38154,7.38154,0.351245,2.79746e-05,0.105905,-0.105905,-0.105905,0.00194982,0.00194982,0.00194982,0.00194982,-0.212882,0,0,0,0,0,0,0,0,0
92,94,9.36,2.9531,-0.0140519,-0.0016856,0.0016856,0.0016856,7.3807,7.3807,7.3807,7.3807,0.25914,2.41838e-05,0.105893,-0.105893,-0.105893,0.0016856,0.0016856,0.0016856,0.0016856,-0.184026,0,0,0,0,0,0,0,0,0
92,95,9.36,2.98451,-0.0140622,-0.00141482,0.00141482,0.00141482,7.37998,7.37998,7.37998,7.37998,0.180597,2.02988e-05,0.105883,-0.105883,-0.105883,0.00141482,0.00141482,0.00141482,0.00141482,-0.154457,0,0,0,0,0,0,0,0,0
92,96,9.36,3.01593,-0.0140707,-0.00113852,0.00113852,0.00113852,7.37938,7.37938,7.37938,7.37938,0.115917,1.63347e-05,0.105874,-0.105874,-0.105874,0.00113852,0.00113852,0.00113852,0.00113852,-0.124289,0,0,0,0,0,0,0,0,0
92,97,9.36,3.04734,-0.0140774,-0.000857792,0.000857792,0.000857792,7.37892,7.37892,7.37892,7.37892,0.0653499,1.2307e-05,0.105867,-0.105867,-0.105867,0.000857792,0.000857792,0.000857792,0.000857792,-0.0936402,0,0,0,0,0,0,0,0,0
92,98,9.36,3.07876,-0.0140822,-0.000573723,0.000573723,0.000573723,7.37859,7.37859,7.37859,7.37859,0.0290911,8.23137e-06,0.105863,-0.105863,-0.105863,0.000573723,0.000573723,0.000573723,0.000573723,-0.0626288,0,0,0,0,0,0,0,0,0
92,99,9.36,3.11018,-0.014085,-0.000287421,0.000287421,0.000287421,7.37839,7.37839,7.37839,7.37839,0.00727978,4.12371e-06,0.10586,-0.10586,-0.10586,0.000287421,0.000287421,0.000287421,0.000287421,-0.0313751,0,0,0,0,0,0,0,0,0
92,100,9.36,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,9.44,0.0314159,-0.0138229,0.000282614,-0.000282614,-0.000282614,7.45808,7.45808,7.45808,7.45808,0.0073584,-3.97803e-06,0.104979,-0.104979,-0.104979,-0.000282614,-0.000282614,-0.000282614,-0.000282614,0.0313751,0,0,0,0,0,0,0,0,0
93,2,9.44,0.0628319,-0.0138201,0.000564127,-0.000564127,-0.000564127,7.45828,7.45828,7.45828,7.45828,0.0294053,-7.94058e-06,0.104982,-0.104982,-0.104982,-0.000564127,-0.000564127,-0.000564127,-0.000564127,0.0626288,0,0,0,0,0,0,0,0,0
93,3,9.44,0.0942478,-0.0138154,0.000843444,-0.000843444,-0.000843444,7.45861,7.45861,7.45861,7.45861,0.0660557,-1.18722e-05,0.104986,-0.104986,-0.104986,-0.000843444,-0.000843444,-0.000843444,-0.000843444,0.09364,0,0,0,0,0,0,0,0,0
93,4,9.44,0.125664,-0.0138089,0.00111948,-0.00111948,-0.00111948,7.45907,7.45907,7.45907,7.45907,0.117168,-1.57576e-05,0.104993,-0.104993,-0.104993,-0.00111948,-0.00111948,-0.00111948,-0.00111948,0.124289,0,0,0,0,0,0,0,0,0
93,5,9.44,0.15708,-0.0138006,0.00139115,-0.00139115,-0.00139115,7.45966,7.45966,7.45966,7.45966,0.182547,-1.95816e-05,0.105001,-0.105001,-0.105001,-0.00139115,-0.00139115,-0.00139115,-0.00139115,0.154456,0,0,0,0,0,0,0,0,0
93,6,9.44,0.188496,-0.0137906,0.0016574,-0.0016574,-0.0016574,7.46037,7.46037,7.46037,7.46037,0.261938,-2.33294e-05,0.105011,-0.105011,-0.105011,-0.0016574,-0.0016574,-0.0016574,-0.0016574,0.184024,0,0,0,0,0,0,0,0,0
93,7,9.44,0.219911,-0.0137788,0.00191719,-0.00191719,-0.00191719,7.46121,7.46121,7.46121,7.46121,0.355037,-2.69862e-05,0.105023,-0.105023,-0.105023,-0.00191719,-0.00191719,-0.00191719,-0.00191719,0.21288,0,0,0,0,0,0,0,0,0
93,8,9.44,0.251327,-0.0137653,0.00216951,-0.00216951,-0.00216951,7.46217,7.46217,7.46217,7.46217,0.461484,-3.05378e-05,0.105037,-0.105037,-0.105037,-0.00216951,-0.00216951,-0.00216951,-0.00216951,0.24091,0,0,0,0,0,0,0,0,0
93,9,9.44,0.282743,-0.0137501,0.00241337,-0.00241337,-0.00241337,7.46325,7.46325,7.46325,7.46325,0.580867,-3.39703e-05,0.105052,-0.105052,-0.105052,-0.00241337,-0.00241337,-0.00241337,-0.00241337,0.268005,0,0,0,0,0,0,0,0,0
93,10,9.44,0.314159,-0.0137334,0.00264782,-0.00264782,-0.00264782,7.46444,7.46444,7.46444,7.46444,0.712726,-3.72703e-05,0.105068,-0.105068,-0.105068,-0.00264782,-0.00264782,-0.00264782,-0.00264782,0.294059,0,0,0,0,0,0,0,0,0
93,11,9.44,0.345575,-0.0137151,0.00287192,-0.00287192,-0.00287192,7.46573,7.46573,7.46573,7.46573,0.856551,-4.04248e-05,0.105087,-0.105087,-0.105087,-0.00287192,-0.00287192,-0.00287192,-0.00287192,0.318971,0,0,0,0,0,0,0,0,0
93,12,9.44,0.376991,-0.0136955,0.00308482,-0.00308482,-0.00308482,7.46713,7.46713,7.46713,7.46713,1.01178,-4.34215e-05,0.105106,-0.105106,-0.105106,-0.00308482,-0.00308482,-0.00308482,-0.00308482,0.342643,0,0,0,0,0,0,0,0,0
93,13,9.44,0.408407,-0.0136744,0.00328565,-0.00328565,-0.00328565,7.46863,7.46863,7.46863,7.46863,1.17783,-4.62484e-05,0.105127,-0.105127,-0.105127,-0.00328565,-0.00328565,-0.00328565,-0.00328565,0.364982,0,0,0,0,0,0,0,0,0
93,14,9.44,0.439823,-0.013652,0.00347364,-0.00347364,-0.00347364,7.47021,7.47021,7.47021,7.47021,1.35403,-4.88946e-05,0.10515,-0.10515,-0.10515,-0.00347364,-0.00347364,-0.00347364,-0.00347364,0.385899,0,0,0,0,0,0,0,0,0
93,15,9.44,0.471239,-0.0136285,0.00364805,-0.00364805,-0.00364805,7.47189,7.47189,7.47189,7.47189,1.53971,-5.13494e-05,0.105173,-0.105173,-0.105173,-0.00364805,-0.00364805,-0.00364805,-0.00364805,0.405312,0,0,0,0,0,0,0,0,0
93,16,9.44,0.502655,-0.0136038,0.00380816,-0.00380816,-0.00380816,7.47364,7.47364,7.47364,7.47364,1.73415,-5.36032e-05,0.105198,-0.105198,-0.105198,-0.00380816,-0.00380816,-0.00380816,-0.00380816,0.423143,0,0,0,0,0,0,0,0,0
93,17,9.44,0.534071,-0.0135781,0.00395336,-0.00395336,-0.00395336,7.47546,7.47546,7.47546,7.47546,1.93659,-5.5647e-05,0.105224,-0.105224,-0.105224,-0.00395336,-0.00395336,-0.00395336,-0.00395336,0.439322,0,0,0,0,0,0,0,0,0
93,18,9.44,0.565487,-0.0135515,0.00408306,-0.00408306,-0.00408306,7.47735,7.47735,7.47735,7.47735,2.14624,-5.74726e-05,0.10525,-0.10525,-0.10525,-0.00408306,-0.00408306,-0.00408306,-0.00408306,0.453783,0,0,0,0,0,0,0,0,0
93,19,9.44,0.596903,-0.0135241,0.00419674,-0.00419674,-0.00419674,7.4793,7.4793,7.4793,7.4793,2.36229,-5.90727e-05,0.105278,-0.105278,-0.105278,-0.00419674,-0.00419674,-0.00419674,-0.00419674,0.466468,0,0,0,0,0,0,0,0,0
93,20,9.44,0.628319,-0.013496,0.00429394,-0.00429394,-0.00429394,7.4813,7.4813,7.4813,7.4813,2.58388,-6.04409e-05,0.105306,-0.105306,-0.105306,-0.00429394,-0.00429394,-0.00429394,-0.00429394,0.477325,0,0,0,0,0,0,0,0,0
93,21,9.44,0.659734,-0.0134673,0.00437426,-0.00437426,-0.00437426,7.48334,7.48334,7.48334,7.48334,2.81015,-6.15715e-05,0.105334,-0.105334,-0.105334,-0.00437426,-0.00437426,-0.00437426,-0.00437426,0.48631,0,0,0,0,0,0,0,0,0
93,22,9.44,0.69115,-0.0134381,0.00443738,-0.00443738,-0.00443738,7.48541,7.48541,7.48541,7.48541,3.04022,-6.24599e-05,0.105364,-0.105364,-0.105364,-0.00443738,-0.00443738,-0.00443738,-0.00443738,0.493385,0,0,0,0,0,0,0,0,0
93,23,9.44,0.722566,-0.0134085,0.00448303,-0.00448303,-0.00448303,7.48751,7.48751,7.48751,7.48751,3.27318,-6.31025e-05,0.105393,-0.105393,-0.105393,-0.00448303,-0.00448303,-0.00448303,-0.00448303,0.49852,0,0,0,0,0,0,0,0,0
93,24,9.44,0.753982,-0.0133787,0.00451102,-0.00451102,-0.00451102,7.48963,7.48963,7.48963,7.48963,3.50811,-6.34965e-05,0.105423,-0.105423,-0.105423,-0.00451102,-0.00451102,-0.00451102,-0.00451102,0.501692,0,0,0,0,0,0,0,0,0
93,25,9.44,0.785398,-0.0133488,0.00452122,-0.00452122,-0.00452122,7.49176,7.49176,7.49176,7.49176,3.7441,-6.36401e-05,0.105453,-0.105453,-0.105453,-0.00452122,-0.00452122,-0.00452122,-0.00452122,0.502887,0,0,0,0,0,0,0,0,0
93,26,9.44,0.816814,-0.0133188,0.00451358,-0.00451358,-0.00451358,7.49389,7.49389,7.49389,7.49389,3.9802,-6.35326e-05,0.105483,-0.105483,-0.105483,-0.00451358,-0.00451358,-0.00451358,-0.00451358,0.502098,0,0,0,0,0,0,0,0,0
93,27,9.44,0.84823,-0.0132889,0.00448812,-0.00448812,-0.00448812,7.49601,7.49601,7.49601,7.49601,4.21549,-6.31741e-05,0.105513,-0.105513,-0.105513,-0.00448812,-0.00448812,-0.00448812,-0.00448812,0.499325,0,0,0,0,0,0,0,0,0
93,28,9.44,0.879646,-0.0132593,0.00444491,-0.00444491,-0.00444491,7.49811,7.49811,7.49811,7.49811,4.44904,-6.25659e-05,0.105542,-0.105542,-0.105542,-0.00444491,-0.00444491,-0.00444491,-0.00444491,0.494576,0,0,0,0,0,0,0,0,0
93,29,9.44,0.911062,-0.0132299,0.00438411,-0.00438411,-0.00438411,7.5002,7.5002,7.5002,7.5002,4.67992,-6.17102e-05,0.105572,-0.105572,-0.105572,-0.00438411,-0.00438411,-0.00438411,-0.00438411,0.487869,0,0,0,0,0,0,0,0,0
93,30,9.44,0.942478,-0.0132011,0.00430596,-0.00430596,-0.00430596,7.50225,7.50225,7.50225,7.50225,4.90722,-6.06101e-05,0.105601,-0.105601,-0.105601,-0.00430596,-0.00430596,-0.00430596,-0.00430596,0.479227,0,0,0,0,0,0,0,0,0
93,31,9.44,0.973894,-0.0131728,0.00421074,-0.00421074,-0.00421074,7.50425,7.50425,7.50425,7.50425,5.13003,-5.92698e-05,0.105629,-0.105629,-0.105629,-0.00421074,-0.00421074,-0.00421074,-0.00421074,0.468683,0,0,0,0,0,0,0,0,0
93,32,9.44,1.00531,-0.0131452,0.00409882,-0.00409882,-0.00409882,7.50622,7.50622,7.50622,7.50622,5.34746,-5.76944e-05,0.105656,-0.105656,-0.105656,-0.00409882,-0.00409882,-0.00409882,-0.00409882,0.456276,0,0,0,0,0,0,0,0,0
93,33,9.44,1.03673,-0.0131184,0.00397063,-0.00397063,-0.00397063,7.50812,7.50812,7.50812,7.50812,5.55865,-5.58901e-05,0.105683,-0.105683,-0.105683,-0.00397063,-0.00397063,-0.00397063,-0.00397063,0.442054,0,0,0,0,0,0,0,0,0
93,34,9.44,1.06814,-0.0130924,0.00382667,-0.00382667,-0.00382667,7.50996,7.50996,7.50996,7.50996,5.76276,-5.38637e-05,0.105709,-0.105709,-0.105709,-0.00382667,-0.00382667,-0.00382667,-0.00382667,0.426071,0,0,0,0,0,0,0,0,0
93,35,9.44,1.09956,-0.0130675,0.0036675,-0.0036675,-0.0036675,7.51173,7.51173,7.51173,7.51173,5.95898,-5.16232e-05,0.105734,-0.105734,-0.105734,-0.0036675,-0.0036675,-0.0036675,-0.0036675,0.408389,0,0,0,0,0,0,0,0,0
93,36,9.44,1.13097,-0.0130437,0.00349374,-0.00349374,-0.00349374,7.51342,7.51342,7.51342,7.51342,6.1465,-4.91774e-05,0.105758,-0.105758,-0.105758,-0.00349374,-0.00349374,-0.00349374,-0.00349374,0.389077,0,0,0,0,0,0,0,0,0
93,37,9.44,1.16239,-0.0130211,0.00330607,-0.00330607,-0.00330607,7.51503,7.51503,7.51503,7.51503,6.3246,-4.65358e-05,0.105781,-0.105781,-0.105781,-0.00330607,-0.00330607,-0.00330607,-0.00330607,0.368211,0,0,0,0,0,0,0,0,0
93,38,9.44,1.19381,-0.0129998,0.00310523,-0.00310523,-0.00310523,7.51655,7.51655,7.51655,7.51655,6.49255,-4.37088e-05,0.105802,-0.105802,-0.105802,-0.00310523,-0.00310523,-0.00310523,-0.00310523,0.345872,0,0,0,0,0,0,0,0,0
93,39,9.44,1.22522,-0.0129798,0.00289202,-0.00289202,-0.00289202,7.51796,7.51796,7.51796,7.51796,6.64967,-4.07076e-05,0.105822,-0.105822,-0.105822,-0.00289202,-0.00289202,-0.00289202,-0.00289202,0.32215,0,0,0,0,0,0,0,0,0
93,40,9.44,1.25664,-0.0129613,0.00266727,-0.00266727,-0.00266727,7.51928,7.51928,7.51928,7.51928,6.79534,-3.75441e-05,0.10584,-0.10584,-0.10584,-0.00266727,-0.00266727,-0.00266727,-0.00266727,0.297137,0,0,0,0,0,0,0,0,0
93,41,9.44,1.28805,-0.0129443,0.00243188,-0.00243188,-0.00243188,7.52048,7.52048,7.52048,7.52048,6.92897,-3.42308e-05,0.105857,-0.105857,-0.105857,-0.00243188,-0.00243188,-0.00243188,-0.00243188,0.270932,0,0,0,0,0,0,0,0,0
93,42,9.44,1.31947,-0.0129289,0.00218679,-0.00218679,-0.00218679,7.52158,7.52158,7.52158,7.52158,7.05003,-3.07809e-05,0.105873,-0.105873,-0.105873,-0.00218679,-0.00218679,-0.00218679,-0.00218679,0.243642,0,0,0,0,0,0,0,0,0
93,43,9.44,1.35088,-0.0129152,0.00193296,-0.00193296,-0.00193296,7.52255,7.52255,7.52255,7.52255,7.15802,-2.7208e-05,0.105886,-0.105886,-0.105886,-0.00193296,-0.00193296,-0.00193296,-0.00193296,0.215373,0,0,0,0,0,0,0,0,0
93,44,9.44,1.3823,-0.0129032,0.0016714,-0.0016714,-0.0016714,7.5234,7.5234,7.5234,7.5234,7.25251,-2.35265e-05,0.105898,-0.105898,-0.105898,-0.0016714,-0.0016714,-0.0016714,-0.0016714,0.186239,0,0,0,0,0,0,0,0,0
93,45,9.44,1.41372,-0.012893,0.00140317,-0.00140317,-0.00140317,7.52413,7.52413,7.52413,7.52413,7.33311,-1.97509e-05,0.105909,-0.105909,-0.105909,-0.00140317,-0.00140317,-0.00140317,-0.00140317,0.156358,0,0,0,0,0,0,0,0,0
93,46,9.44,1.44513,-0.0128845,0.00112933,-0.00112933,-0.00112933,7.52473,7.52473,7.52473,7.52473,7.39951,-1.58963e-05,0.105917,-0.105917,-0.105917,-0.00112933,-0.00112933,-0.00112933,-0.00112933,0.125847,0,0,0,0,0,0,0,0,0
93,47,9.44,1.47655,-0.0128779,0.000850975,-0.000850975,-0.000850975,7.5252,7.5252,7.5252,7.5252,7.45144,-1.19782e-05,0.105924,-0.105924,-0.105924,-0.000850975,-0.000850975,-0.000850975,-0.000850975,0.0948311,0,0,0,0,0,0,0,0,0
93,48,9.44,1.50796,-0.0128732,0.000569214,-0.000569214,-0.000569214,7.52554,7.52554,7.52554,7.52554,7.48868,-8.01218e-06,0.105928,-0.105928,-0.105928,-0.000569214,-0.000569214,-0.000569214,-0.000569214,0.0634334,0,0,0,0,0,0,0,0,0
93,49,9.44,1.53938,-0.0128704,0.000285178,-0.000285178,-0.000285178,7.52574,7.52574,7.52574,7.52574,7.51108,-4.01412e-06,0.105931,-0.105931,-0.105931,-0.000285178,-0.000285178,-0.000285178,-0.000285178,0.0317806,0,0,0,0,0,0,0,0,0
93,50,9.44,1.5708,-0.0128694,0,0,0,7.52581,7.52581,7.52581,7.52581,7.51856,0,0.105932,-0.105932,-0.105932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,51,9.44,1.60221,-0.0128704,-0.000285178,0.000285178,0.000285178,7.52574,7.52574,7.52574,7.52574,7.51108,4.01412e-06,0.105931,-0.105931,-0.105931,0.000285178,0.000285178,0.000285178,0.000285178,-0.0317806,0,0,0,0,0,0,0,0,0
93,52,9.44,1.63363,-0.0128732,-0.000569214,0.000569214,0.000569214,7.52554,7.52554,7.52554,7.52554,7.48868,8.01218e-06,0.105928,-0.105928,-0.105928,0.000569214,0.000569214,0.000569214,0.000569214,-0.0634334,0,0,0,0,0,0,0,0,0
93,53,9.44,1.66504,-0.0128779,-0.000850975,0.000850975,0.000850975,7.5252,7.5252,7.5252,7.5252,7.45144,1.19782e-05,0.105924,-0.105924,-0.105924,0.000850975,0.000850975,0.000850975,0.000850975,-0.0948311,0,0,0,0,0,0,0,0,0
93,54,9.44,1.69646,-0.0128845,-0.00112933,0.00112933,0.00112933,7.52473,7.52473,7.52473,7.52473,7.39951,1.58963e-05,0.105917,-0.105917,-0.105917,0.00112933,0.00112933,0.00112933,0.00112933,-0.125847,0,0,0,0,0,0,0,0,0
93,55,9.44,1.72788,-0.012893,-0.00140317,0.00140317,0.00140317,7.52413,7.52413,7.52413,7.52413,7.33311,1.97509e-05,0.105909,-0.105909,-0.105909,0.00140317,0.00140317,0.00140317,0.00140317,-0.156358,0,0,0,0,0,0,0,0,0
93,56,9.44,1.75929,-0.0129032,-0.0016714,0.0016714,0.0016714,7.5234,7.5234,7.5234,7.5234,7.25251,2.35265e-05,0.105898,-0.105898,-0.105898,0.0016714,0.0016714,0.0016714,0.0016714,-0.186239,0,0,0,0,0,0,0,0,0
93,57,9.44,1.79071,-0.0129152,-0.00193296,0.00193296,0.00193296,7.52255,7.52255,7.52255,7.52255,7.15802,2.7208e-05,0.105886,-0.105886,-0.105886,0.00193296,0.00193296,0.00193296,0.00193296,-0.215373,0,0,0,0,0,0,0,0,0
93,58,9.44,1.82212,-0.0129289,-0.00218679,0.00218679,0.00218679,7.52158,7.52158,7.52158,7.52158,7.05003,3.07809e-05,0.105873,-0.105873,-0.105873,0.00218679,0.00218679,0.00218679,0.00218679,-0.243642,0,0,0,0,0,0,0,0,0
93,59,9.44,1.85354,-0.0129443,-0.00243188,0.00243188,0.00243188,7.52048,7.52048,7.52048,7.52048,6.92897,3.42308e-05,0.105857,-0.105857,-0.105857,0.00243188,0.00243188,0.00243188,0.00243188,-0.270932,0,0,0,0,0,0,0,0,0
93,60,9.44,1.88496,-0.0129613,-0.00266727,0.00266727,0.00266727,7.51928,7.51928,7.51928,7.51928,6.79534,3.75441e-05,0.10584,-0.10584,-0.10584,0.00266727,0.00266727,0.00266727,0.00266727,-0.297137,0,0,0,0,0,0,0,0,0
93,61,9.44,1.91637,-0.0129798,-0.00289202,0.00289202,0.00289202,7.51796,7.51796,7.51796,7.51796,6.64967,4.07076e-05,0.105822,-0.105822,-0.105822,0.00289202,0.00289202,0.00289202,0.00289202,-0.32215,0,0,0,0,0,0,0,0,0
93,62,9.44,1.94779,-0.0129998,-0.00310523,0.00310523,0.00310523,7.51655,7.51655,7.51655,7.51655,6.49255,4.37088e-05,0.105802,-0.105802,-0.105802,0.00310523,0.00310523,0.00310523,0.00310523,-0.345872,0,0,0,0,0,0,0,0,0
93,63,9.44,1.9792,-0.0130211,-0.00330607,0.00330607,0.00330607,7.51503,7.51503,7.51503,7.51503,6.3246,4.65358e-05,0.105781,-0.105781,-0.105781,0.00330607,0.00330607,0.00330607,0.00330607,-0.368211,0,0,0,0,0,0,0,0,0
93,64,9.44,2.01062,-0.0130437,-0.00349374,0.00349374,0.00349374,7.51342,7.51342,7.51342,7.51342,6.1465,4.91774e-05,0.105758,-0.105758,-0.105758,0.00349374,0.00349374,0.00349374,0.00349374,-0.389077,0,0,0,0,0,0,0,0,0
93,65,9.44,2.04204,-0.0130675,-0.0036675,0.0036675,0.0036675,7.51173,7.51173,7.51173,7.51173,5.95898,5.16232e-05,0.105734,-0.105734,-0.105734,0.0036675,0.0036675,0.0036675,0.0036675,-0.408389,0,0,0,0,0,0,0,0,0
93,66,9.44,2.07345,-0.0130924,-0.00382667,0.00382667,0.00382667,7.50996,7.50996,7.50996,7.50996,5.76276,5.38637e-05,0.105709,-0.105709,-0.105709,0.00382667,0.00382667,0.00382667,0.00382667,-0.426071,0,0,0,0,0,0,0,0,0
93,67,9.44,2.10487,-0.0131184,-0.00397063,0.00397063,0.00397063,7.50812,7.50812,7.50812,7.50812,5.55865,5.58901e-05,0.105683,-0.105683,-0.105683,0.00397063,0.00397063,0.00397063,0.00397063,-0.442054,0,0,0,0,0,0,0,0,0
93,68,9.44,2.13628,-0.0131452,-0.00409882,0.00409882,0.00409882,7.50622,7.50622,7.50622,7.50622,5.34746,5.76944e-05,0.105656,-0.105656,-0.105656,0.00409882,0.00409882,0.00409882,0.00409882,-0.456276,0,0,0,0,0,0,0,0,0
93,69,9.44,2.1677,-0.0131728,-0.00421074,0.00421074,0.00421074,7.50425,7.50425,7.50425,7.50425,5.13003,5.92698e-05,0.105629,-0.105629,-0.105629,0.00421074,0.00421074,0.00421074,0.00421074,-0.468683,0,0,0,0,0,0,0,0,0
93,70,9.44,2.19911,-0.0132011,-0.00430596,0.00430596,0.00430596,7.50225,7.50225,7.50225,7.50225,4.90722,6.06101e-05,0.105601,-0.105601,-0.105601,0.00430596,0.00430596,0.00430596,0.00430596,-0.479227,0,0,0,0,0,0,0,0,0
93,71,9.44,2.23053,-0.0132299,-0.00438411,0.00438411,0.00438411,7.5002,7.5002,7.5002,7.5002,4.67992,6.17102e-05,0.105572,-0.105572,-0.105572,0.00438411,0.00438411,0.00438411,0.00438411,-0.487869,0,0,0,0,0,0,0,0,0
